demand_id,departamento,dep,prov,dist,ubigeo,tipo_demanda,poblacion,facility_id,t_min,distance_m,straight_line_m,confiabilidad
D2005050014,PIURA,Piura,Paita,La Huaca,200505,disperso,130,F38493,16.813333333333333,17247.0,15821.256289975403,confiable
D2005060006,PIURA,Piura,Paita,Tamarindo,200506,disperso,82,F16148,34.43333333333333,34842.3,31635.992926347186,confiable
D2005070003,PIURA,Piura,Paita,Vichayal,200507,disperso,111,F2021,45.11666666666667,47138.0,23799.68547930354,confiable
D2005070004,PIURA,Piura,Paita,Vichayal,200507,disperso,117,F11396,51.519999999999996,49458.1,37272.653125207784,confiable
D2005070006,PIURA,Piura,Paita,Vichayal,200507,disperso,38,F2021,41.056666666666665,43295.4,24611.25128309729,confiable
D2005070007,PIURA,Piura,Paita,Vichayal,200507,disperso,22,F2021,33.99333333333333,35864.7,27070.827694843643,confiable
D2005070008,PIURA,Piura,Paita,Vichayal,200507,disperso,78,F2021,33.55,35333.8,27407.756866299893,confiable
D2005070010,PIURA,Piura,Paita,Vichayal,200507,disperso,45,F2021,40.526666666666664,42851.0,24987.45150621111,confiable
D2006010002,PIURA,Piura,Sullana,Sullana,200601,disperso,72,F16148,29.3,36738.7,31341.4618437384,confiable
D2006010006,PIURA,Piura,Sullana,Sullana,200601,disperso,61,F16148,38.725,43000.3,29523.54937021166,confiable
D2006010013,PIURA,Piura,Sullana,Sullana,200601,disperso,147,F1910,25.035,22347.0,19400.893932276384,confiable
D2006010018,PIURA,Piura,Sullana,Sullana,200601,disperso,9,F10777,42.288333333333334,43383.9,28640.757304936928,confiable
D2006010026,PIURA,Piura,Sullana,Sullana,200601,disperso,53,F10777,10.771666666666667,9529.9,4633.4330350719865,confiable
D2006010038,PIURA,Piura,Sullana,Sullana,200601,disperso,82,F10777,14.229999999999999,9476.7,6382.617459443194,confiable
D2006010039,PIURA,Piura,Sullana,Sullana,200601,disperso,85,F1910,5.760000000000001,4690.5,3636.6340058950877,confiable
D2006010042,PIURA,Piura,Sullana,Sullana,200601,disperso,122,F10777,6.373333333333333,6626.2,5623.865933513425,confiable
D2006010045,PIURA,Piura,Sullana,Sullana,200601,disperso,71,F10777,16.154999999999998,13727.9,7133.090188862047,confiable
D2006010046,PIURA,Piura,Sullana,Sullana,200601,disperso,89,F10777,9.856666666666666,8648.6,5581.1881320152825,confiable
D2006010047,PIURA,Piura,Sullana,Sullana,200601,disperso,127,F10267,12.633333333333333,11763.6,9981.915427801223,confiable
D2006010048,PIURA,Piura,Sullana,Sullana,200601,disperso,119,F10777,5.956666666666666,6291.6,5539.4404288242185,confiable
D2006010049,PIURA,Piura,Sullana,Sullana,200601,disperso,133,F10777,15.893333333333334,13568.7,7825.065217328478,confiable
D2006010052,PIURA,Piura,Sullana,Sullana,200601,disperso,11,F1910,41.575,37117.0,27390.72114838019,confiable
D2006010055,PIURA,Piura,Sullana,Sullana,200601,disperso,62,F10777,12.781666666666666,11666.1,8225.675296586816,confiable
D2006030002,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,124,F16148,22.285,26759.1,24041.8805702802,confiable
D2006030004,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,3,F16148,32.72,33701.6,29705.002430774442,confiable
D2006030007,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,1,F16148,13.845,17218.4,15337.166246932953,confiable
D2006030010,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,15,F16148,29.345000000000002,31454.0,27329.85045656453,confiable
D2006030013,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,1,F16148,29.38,31477.5,27100.59923188307,confiable
D2006030021,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,3,F16148,22.383333333333333,25892.7,22720.53637731221,confiable
D2006030022,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,2,F16148,28.336666666666666,30784.2,26151.990166515425,no_confiable
D2006030030,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,2,F16148,26.365000000000002,29472.1,24948.897239709953,no_confiable
D2006030031,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,3,F16148,24.095000000000002,27961.8,25005.229337244586,confiable
D2006030032,PIURA,Piura,Sullana,Ignacio Escudero,200603,disperso,1,F16148,20.73,25537.1,22821.23837200935,confiable
D2006040005,PIURA,Piura,Sullana,Lancones,200604,disperso,71,F16148,134.85,105781.0,86286.4796756313,confiable
D2006040006,PIURA,Piura,Sullana,Lancones,200604,disperso,25,F16148,124.595,101524.8,82640.06770424159,confiable
D2006040007,PIURA,Piura,Sullana,Lancones,200604,disperso,45,F16148,150.085,112041.6,83169.72649561994,confiable
D2006040008,PIURA,Piura,Sullana,Lancones,200604,disperso,43,F16148,116.88000000000001,104244.6,80880.1679611339,confiable
D2006040009,PIURA,Piura,Sullana,Lancones,200604,disperso,51,F16148,144.12333333333333,109565.4,84405.1505707521,confiable
D2006040010,PIURA,Piura,Sullana,Lancones,200604,disperso,16,F16148,117.16000000000001,98433.7,80206.37500085961,confiable
D2006040011,PIURA,Piura,Sullana,Lancones,200604,disperso,41,F16148,119.905,99544.0,80833.25467128973,confiable
D2006040012,PIURA,Piura,Sullana,Lancones,200604,disperso,80,F16148,108.39166666666667,94793.8,77219.47380964493,confiable
D2006040015,PIURA,Piura,Sullana,Lancones,200604,disperso,119,F16148,113.74333333333334,96910.7,73516.70602359665,confiable
D2006040016,PIURA,Piura,Sullana,Lancones,200604,disperso,5,F16148,111.42833333333333,95951.0,71743.47967122066,confiable
D2006040017,PIURA,Piura,Sullana,Lancones,200604,disperso,6,F16148,94.32833333333333,89261.4,68391.12048212388,confiable
D2006040018,PIURA,Piura,Sullana,Lancones,200604,disperso,43,F16148,100.24166666666666,93050.2,71486.41314999694,confiable
D2006040019,PIURA,Piura,Sullana,Lancones,200604,disperso,73,F16148,102.39666666666668,92300.3,75280.4519635106,confiable
D2006040021,PIURA,Piura,Sullana,Lancones,200604,disperso,1,F16148,96.08333333333333,90431.1,69223.1426848934,confiable
D2006040023,PIURA,Piura,Sullana,Lancones,200604,disperso,107,F16148,91.92833333333333,87950.7,71559.70058367259,confiable
D2006040024,PIURA,Piura,Sullana,Lancones,200604,disperso,37,F16148,88.78166666666667,86642.8,70285.20904116538,confiable
D2006040025,PIURA,Piura,Sullana,Lancones,200604,disperso,33,F16148,87.395,84576.2,64820.36868742464,confiable
D2006040026,PIURA,Piura,Sullana,Lancones,200604,disperso,66,F16148,91.07333333333332,86979.4,66795.84148166294,confiable
D2006040027,PIURA,Piura,Sullana,Lancones,200604,disperso,50,F16148,89.87833333333333,84979.3,63877.63615733991,confiable
D2006040028,PIURA,Piura,Sullana,Lancones,200604,disperso,3,F16148,94.77,87015.6,61388.9938808105,confiable
D2006040031,PIURA,Piura,Sullana,Lancones,200604,disperso,5,F16148,86.10666666666665,83410.2,63607.84204581419,confiable
D2006040035,PIURA,Piura,Sullana,Lancones,200604,disperso,68,F16148,82.81,81478.1,62098.94218828693,confiable
D2006040036,PIURA,Piura,Sullana,Lancones,200604,disperso,87,F16148,80.14,79833.8,60784.805264939205,confiable
D2006040038,PIURA,Piura,Sullana,Lancones,200604,disperso,65,F16148,76.50500000000001,77416.9,59407.400340292756,confiable
D2006040039,PIURA,Piura,Sullana,Lancones,200604,disperso,107,F16148,75.45833333333333,75085.1,59017.91754490357,confiable
D2006040040,PIURA,Piura,Sullana,Lancones,200604,disperso,109,F16148,80.16166666666666,81936.2,66419.25088649115,confiable
D2006040041,PIURA,Piura,Sullana,Lancones,200604,disperso,147,F16148,72.74666666666667,77004.2,62473.61255775264,confiable
D2006040042,PIURA,Piura,Sullana,Lancones,200604,disperso,42,F16148,78.89833333333333,76464.2,59857.737850226804,confiable
D2006040043,PIURA,Piura,Sullana,Lancones,200604,disperso,71,F16148,72.19833333333332,74561.7,56972.310587763364,confiable
D2006040044,PIURA,Piura,Sullana,Lancones,200604,disperso,7,F16148,76.53999999999999,78268.1,60379.2448698336,confiable
D2006040045,PIURA,Piura,Sullana,Lancones,200604,disperso,21,F16148,74.72,75466.8,58369.43667787948,confiable
D2006040047,PIURA,Piura,Sullana,Lancones,200604,disperso,71,F16148,59.765,67651.8,54305.25571093106,confiable
D2006040049,PIURA,Piura,Sullana,Lancones,200604,disperso,55,F16148,74.065,69298.1,53000.30806951955,confiable
D2006040050,PIURA,Piura,Sullana,Lancones,200604,disperso,138,F16148,63.35333333333333,66931.7,52746.76821695166,confiable
D2006040051,PIURA,Piura,Sullana,Lancones,200604,disperso,14,F16148,67.19,70882.0,56199.746046009044,confiable
D2006040052,PIURA,Piura,Sullana,Lancones,200604,disperso,6,F16148,71.81666666666666,75789.6,56140.06341376928,confiable
D2006040053,PIURA,Piura,Sullana,Lancones,200604,disperso,24,F16148,71.35666666666665,75576.3,57025.001145156944,confiable
D2006040054,PIURA,Piura,Sullana,Lancones,200604,disperso,71,F16148,93.22666666666667,82628.2,68128.55186088232,confiable
D2006040055,PIURA,Piura,Sullana,Lancones,200604,disperso,77,F16148,105.24166666666666,87316.2,69676.14249900034,confiable
D2006040056,PIURA,Piura,Sullana,Lancones,200604,disperso,18,F16148,107.725,88351.4,70486.29790833755,confiable
D2006040057,PIURA,Piura,Sullana,Lancones,200604,disperso,67,F16148,89.52166666666668,80168.0,66155.81100650443,confiable
D2006040058,PIURA,Piura,Sullana,Lancones,200604,disperso,75,F16148,83.695,76291.9,62951.802550638444,confiable
D2006040059,PIURA,Piura,Sullana,Lancones,200604,disperso,5,F10777,87.82166666666667,96996.3,67557.91566990624,confiable
D2006040060,PIURA,Piura,Sullana,Lancones,200604,disperso,27,F10777,97.625,101064.2,69582.48961182879,confiable
D2006040061,PIURA,Piura,Sullana,Lancones,200604,disperso,41,F16148,87.885,78972.7,63797.000822827584,confiable
D2006040062,PIURA,Piura,Sullana,Lancones,200604,disperso,116,F16148,81.38666666666667,74586.3,61071.969226808265,confiable
D2006040064,PIURA,Piura,Sullana,Lancones,200604,disperso,131,F16148,55.59166666666667,69111.4,57095.77544333918,confiable
D2006040065,PIURA,Piura,Sullana,Lancones,200604,disperso,81,F16148,58.413333333333334,64881.6,50758.33096025226,confiable
D2006040066,PIURA,Piura,Sullana,Lancones,200604,disperso,3,F16148,71.33333333333333,67481.5,51803.94656573542,confiable
D2006040067,PIURA,Piura,Sullana,Lancones,200604,disperso,111,F16148,71.425,65822.2,49264.729895904784,confiable
D2006040068,PIURA,Piura,Sullana,Lancones,200604,disperso,50,F16148,75.07333333333332,69724.4,48809.338079868015,confiable
D2006040069,PIURA,Piura,Sullana,Lancones,200604,disperso,49,F16148,80.055,65251.3,49656.64204687483,confiable
D2006040070,PIURA,Piura,Sullana,Lancones,200604,disperso,9,F16148,74.85666666666665,69825.0,47994.80844945418,confiable
D2006040071,PIURA,Piura,Sullana,Lancones,200604,disperso,53,F16148,69.57333333333332,66110.6,46657.3454395595,confiable
D2006040072,PIURA,Piura,Sullana,Lancones,200604,disperso,115,F16148,63.056666666666665,61932.9,47767.66164789341,confiable
D2006040073,PIURA,Piura,Sullana,Lancones,200604,disperso,115,F16148,51.225,61896.0,50006.561750180335,confiable
D2006040076,PIURA,Piura,Sullana,Lancones,200604,disperso,91,F16148,48.74166666666667,64868.0,54924.11765006986,confiable
D2006040077,PIURA,Piura,Sullana,Lancones,200604,disperso,34,F16148,78.32,72223.7,58721.160489613074,confiable
D2006040078,PIURA,Piura,Sullana,Lancones,200604,disperso,82,F16148,76.99666666666667,71673.9,58478.359004570935,confiable
D2006040079,PIURA,Piura,Sullana,Lancones,200604,disperso,102,F16148,86.71499999999999,78194.0,62423.81659307761,confiable
D2006040082,PIURA,Piura,Sullana,Lancones,200604,disperso,35,F10777,87.645,97719.0,63160.70545273444,confiable
D2006040083,PIURA,Piura,Sullana,Lancones,200604,disperso,138,F16148,84.235,76396.4,59275.685886201085,confiable
D2006040084,PIURA,Piura,Sullana,Lancones,200604,disperso,9,F16148,72.36999999999999,68755.7,56036.48462992724,confiable
D2006040086,PIURA,Piura,Sullana,Lancones,200604,disperso,65,F16148,47.983333333333334,59771.9,50610.69455336777,confiable
D2006040087,PIURA,Piura,Sullana,Lancones,200604,disperso,131,F16148,54.11333333333334,59870.5,47414.458411616,confiable
D2006040088,PIURA,Piura,Sullana,Lancones,200604,disperso,20,F16148,76.29833333333333,65128.9,44040.196074799045,confiable
D2006040089,PIURA,Piura,Sullana,Lancones,200604,disperso,69,F16148,63.556666666666665,62181.3,47047.458747222874,confiable
D2006040090,PIURA,Piura,Sullana,Lancones,200604,disperso,60,F16148,52.12833333333333,59773.2,45299.044176635085,confiable
D2006040091,PIURA,Piura,Sullana,Lancones,200604,disperso,40,F16148,53.16166666666666,55429.3,43426.06931953177,confiable
D2006040092,PIURA,Piura,Sullana,Lancones,200604,disperso,15,F16148,57.17833333333333,57188.0,43160.56256967953,confiable
D2006040093,PIURA,Piura,Sullana,Lancones,200604,disperso,43,F16148,62.23166666666667,59283.5,42533.14095529792,confiable
D2006040094,PIURA,Piura,Sullana,Lancones,200604,disperso,133,F16148,53.218333333333334,60661.9,46897.028594587595,confiable
D2006040095,PIURA,Piura,Sullana,Lancones,200604,disperso,19,F16148,43.19166666666667,56902.5,46672.46646015837,confiable
D2006040096,PIURA,Piura,Sullana,Lancones,200604,disperso,144,F16148,38.888333333333335,53365.8,46169.61061404902,confiable
D2006040098,PIURA,Piura,Sullana,Lancones,200604,disperso,62,F16148,63.89833333333333,63128.6,51966.468706327774,confiable
D2006040099,PIURA,Piura,Sullana,Lancones,200604,disperso,33,F16148,77.51,72096.4,57704.47277310552,confiable
D2006040100,PIURA,Piura,Sullana,Lancones,200604,disperso,28,F10777,88.31333333333333,98167.9,63310.204330535395,confiable
D2006040101,PIURA,Piura,Sullana,Lancones,200604,disperso,36,F10777,75.53333333333333,89719.7,61830.704493185774,confiable
D2006040102,PIURA,Piura,Sullana,Lancones,200604,disperso,18,F10777,75.195,89492.4,59431.54998019669,confiable
D2006040104,PIURA,Piura,Sullana,Lancones,200604,disperso,15,F16148,71.0,67777.1,54003.40481856439,confiable
D2006040105,PIURA,Piura,Sullana,Lancones,200604,disperso,118,F16148,63.419999999999995,62805.5,50514.93924618591,confiable
D2006040106,PIURA,Piura,Sullana,Lancones,200604,disperso,26,F16148,59.36666666666667,60124.1,49225.71912856702,confiable
D2006040107,PIURA,Piura,Sullana,Lancones,200604,disperso,45,F16148,37.965,52538.4,46069.25345464962,confiable
D2006040108,PIURA,Piura,Sullana,Lancones,200604,disperso,51,F16148,36.37166666666667,50826.7,44562.44688651092,confiable
D2006040110,PIURA,Piura,Sullana,Lancones,200604,disperso,17,F16148,43.718333333333334,54687.9,42878.09431788378,confiable
D2006040111,PIURA,Piura,Sullana,Lancones,200604,disperso,44,F16148,55.708333333333336,60345.2,42773.10413351894,confiable
D2006040112,PIURA,Piura,Sullana,Lancones,200604,disperso,2,F16148,45.74166666666667,50505.4,37524.26935760584,confiable
D2006040113,PIURA,Piura,Sullana,Lancones,200604,disperso,3,F16148,41.33166666666667,47577.1,33231.3476363574,confiable
D2006040114,PIURA,Piura,Sullana,Lancones,200604,disperso,97,F16148,42.32333333333334,48234.3,36946.94235485473,confiable
D2006040115,PIURA,Piura,Sullana,Lancones,200604,disperso,59,F16148,46.501666666666665,51021.6,38764.725226549184,confiable
D2006040117,PIURA,Piura,Sullana,Lancones,200604,disperso,1,F16148,54.97833333333333,57204.2,44156.58087369112,confiable
D2006040118,PIURA,Piura,Sullana,Lancones,200604,disperso,15,F16148,39.21666666666667,50174.5,41321.14888473843,confiable
D2006040120,PIURA,Piura,Sullana,Lancones,200604,disperso,24,F16148,37.07,44750.0,31978.216424839582,confiable
D2006040121,PIURA,Piura,Sullana,Lancones,200604,disperso,12,F16148,37.13166666666667,43571.4,35462.370054264225,confiable
D2006040122,PIURA,Piura,Sullana,Lancones,200604,disperso,11,F16148,36.88166666666667,44624.8,34081.629360146646,confiable
D2006040125,PIURA,Piura,Sullana,Lancones,200604,disperso,123,F16148,48.42666666666666,52841.0,41265.42559286007,confiable
D2006040126,PIURA,Piura,Sullana,Lancones,200604,disperso,3,F16148,49.22166666666667,53385.1,43583.068124231526,confiable
D2006040127,PIURA,Piura,Sullana,Lancones,200604,disperso,6,F16148,46.10333333333333,51292.3,41755.01555094315,confiable
D2006040128,PIURA,Piura,Sullana,Lancones,200604,disperso,10,F16148,48.848333333333336,53496.2,42609.692986651506,confiable
D2006040129,PIURA,Piura,Sullana,Lancones,200604,disperso,64,F16148,63.69666666666667,63564.3,47245.73422779097,confiable
D2006040130,PIURA,Piura,Sullana,Lancones,200604,disperso,131,F16148,56.66166666666666,60905.3,46869.8165462328,confiable
D2006040131,PIURA,Piura,Sullana,Lancones,200604,disperso,59,F16148,54.07833333333333,58371.8,44664.802395370294,confiable
D2006040132,PIURA,Piura,Sullana,Lancones,200604,disperso,38,F16148,54.46333333333334,53385.1,42116.3868877563,confiable
D2006040134,PIURA,Piura,Sullana,Lancones,200604,disperso,115,F16148,41.25333333333333,45429.2,36305.511200677516,confiable
D2006040135,PIURA,Piura,Sullana,Lancones,200604,disperso,10,F16148,41.25333333333333,45429.2,35790.9139944998,confiable
D2006040139,PIURA,Piura,Sullana,Lancones,200604,disperso,110,F16148,38.985,44812.6,36110.37285278825,confiable
D2006040140,PIURA,Piura,Sullana,Lancones,200604,disperso,129,F16148,43.885,46378.8,35044.5992752188,confiable
D2006040141,PIURA,Piura,Sullana,Lancones,200604,disperso,84,F16148,48.47666666666667,49433.1,38003.297514857724,confiable
D2006040142,PIURA,Piura,Sullana,Lancones,200604,disperso,135,F16148,44.306666666666665,46660.3,35390.233032182856,confiable
D2006040143,PIURA,Piura,Sullana,Lancones,200604,disperso,36,F16148,151.13333333333333,112356.4,81634.96290697674,confiable
D2006040144,PIURA,Piura,Sullana,Lancones,200604,disperso,11,F16148,118.33833333333334,98817.8,74727.24981992629,confiable
D2006040145,PIURA,Piura,Sullana,Lancones,200604,disperso,3,F16148,77.92333333333333,80013.6,64918.43207291631,confiable
D2006040146,PIURA,Piura,Sullana,Lancones,200604,disperso,7,F16148,80.65833333333333,72371.6,53670.53348715028,confiable
D2006040147,PIURA,Piura,Sullana,Lancones,200604,disperso,16,F16148,87.92,79093.9,65007.95962300812,confiable
D2006040149,PIURA,Piura,Sullana,Lancones,200604,disperso,2,F10777,107.95666666666666,105353.4,71343.62671601662,confiable
D2006040150,PIURA,Piura,Sullana,Lancones,200604,disperso,30,F16148,84.40333333333334,76771.9,62890.96654203933,confiable
D2006040151,PIURA,Piura,Sullana,Lancones,200604,disperso,30,F16148,78.455,62326.2,45051.96036356954,confiable
D2006040152,PIURA,Piura,Sullana,Lancones,200604,disperso,7,F16148,75.46666666666667,61094.5,46126.515352390365,confiable
D2006040153,PIURA,Piura,Sullana,Lancones,200604,disperso,12,F16148,77.3,65544.4,44381.8056416222,confiable
D2006040154,PIURA,Piura,Sullana,Lancones,200604,disperso,12,F16148,62.443333333333335,59376.8,41252.86973328307,confiable
D2006040156,PIURA,Piura,Sullana,Lancones,200604,disperso,14,F10777,89.945,99250.3,63358.19296953756,confiable
D2006040157,PIURA,Piura,Sullana,Lancones,200604,disperso,1,F10777,68.73666666666666,89586.2,65204.14135707683,confiable
D2006040159,PIURA,Piura,Sullana,Lancones,200604,disperso,38,F10777,79.015,86610.3,53791.0470396545,confiable
D2006040162,PIURA,Piura,Sullana,Lancones,200604,disperso,6,F16148,51.195,55890.9,43745.66239428361,confiable
D2006040166,PIURA,Piura,Sullana,Lancones,200604,disperso,59,F16148,39.62833333333333,54768.2,46728.66521437001,confiable
D2006040167,PIURA,Piura,Sullana,Lancones,200604,disperso,6,F16148,57.89666666666667,59142.7,47952.0301211392,confiable
D2006040170,PIURA,Piura,Sullana,Lancones,200604,disperso,9,F16148,115.24333333333334,103159.8,80075.61758925312,confiable
D2006040173,PIURA,Piura,Sullana,Lancones,200604,disperso,6,F16148,80.92333333333333,72067.1,55679.43795874266,confiable
D2006040174,PIURA,Piura,Sullana,Lancones,200604,disperso,35,F16148,116.88000000000001,104244.6,81965.37412356677,confiable
D2006040175,PIURA,Piura,Sullana,Lancones,200604,disperso,8,F16148,146.52666666666667,110564.6,84151.70125389572,confiable
D2006050004,PIURA,Piura,Sullana,Marcavelica,200605,disperso,56,F11396,90.905,84499.5,60423.062396943504,confiable
D2006050005,PIURA,Piura,Sullana,Marcavelica,200605,disperso,2,F11396,89.855,80184.4,55369.64276806534,confiable
D2006050007,PIURA,Piura,Sullana,Marcavelica,200605,disperso,14,F16148,57.76833333333333,63038.5,48304.9086977125,confiable
D2006050008,PIURA,Piura,Sullana,Marcavelica,200605,disperso,12,F16148,66.29666666666667,56243.6,43362.64247659441,confiable
D2006050010,PIURA,Piura,Sullana,Marcavelica,200605,disperso,8,F16148,82.11999999999999,66758.2,51476.55274759576,confiable
D2006050011,PIURA,Piura,Sullana,Marcavelica,200605,disperso,14,F16148,76.57166666666667,61687.3,47685.73036719782,confiable
D2006050012,PIURA,Piura,Sullana,Marcavelica,200605,disperso,5,F16148,71.14333333333335,59442.5,45876.36503686702,confiable
D2006050013,PIURA,Piura,Sullana,Marcavelica,200605,disperso,31,F16148,71.36166666666666,59599.7,45909.02125705229,confiable
D2006050014,PIURA,Piura,Sullana,Marcavelica,200605,disperso,22,F16148,69.705,57673.7,43976.746427278136,confiable
D2006050015,PIURA,Piura,Sullana,Marcavelica,200605,disperso,31,F16148,72.99833333333332,60696.9,46373.24057783597,confiable
D2006050017,PIURA,Piura,Sullana,Marcavelica,200605,disperso,2,F16148,71.71000000000001,59839.5,45754.83850751964,confiable
D2006050019,PIURA,Piura,Sullana,Marcavelica,200605,disperso,6,F16148,60.166666666666664,51833.4,41628.96194907645,confiable
D2006050021,PIURA,Piura,Sullana,Marcavelica,200605,disperso,7,F16148,57.90333333333333,50649.1,39689.3448342157,confiable
D2006050022,PIURA,Piura,Sullana,Marcavelica,200605,disperso,4,F16148,55.44666666666667,49019.5,38274.64762443925,confiable
D2006050023,PIURA,Piura,Sullana,Marcavelica,200605,disperso,11,F16148,57.763333333333335,50564.9,37839.27904027468,confiable
D2006050026,PIURA,Piura,Sullana,Marcavelica,200605,disperso,5,F11396,76.70166666666667,70661.7,49562.256296845866,confiable
D2006050027,PIURA,Piura,Sullana,Marcavelica,200605,disperso,10,F16148,45.61,49889.6,39311.390852114346,confiable
D2006050028,PIURA,Piura,Sullana,Marcavelica,200605,disperso,4,F16148,42.74166666666667,46779.3,37675.86946017711,confiable
D2006050029,PIURA,Piura,Sullana,Marcavelica,200605,disperso,4,F16148,38.76833333333333,42462.6,35389.02224334983,confiable
D2006050031,PIURA,Piura,Sullana,Marcavelica,200605,disperso,13,F16148,46.02166666666667,42772.3,30513.372311301533,confiable
D2006050032,PIURA,Piura,Sullana,Marcavelica,200605,disperso,5,F16148,46.125,42841.5,31241.448536084932,confiable
D2006050033,PIURA,Piura,Sullana,Marcavelica,200605,disperso,11,F16148,47.775,41511.2,32919.75958689303,confiable
D2006050034,PIURA,Piura,Sullana,Marcavelica,200605,disperso,2,F16148,47.775,41511.2,34443.70023367544,confiable
D2006050036,PIURA,Piura,Sullana,Marcavelica,200605,disperso,13,F16148,35.71333333333334,37834.5,31089.589563415433,confiable
D2006050037,PIURA,Piura,Sullana,Marcavelica,200605,disperso,9,F16148,38.68,37427.5,30404.485939870778,confiable
D2006050038,PIURA,Piura,Sullana,Marcavelica,200605,disperso,4,F16148,38.32333333333334,37587.8,30762.457152826395,confiable
D2006050039,PIURA,Piura,Sullana,Marcavelica,200605,disperso,11,F16148,24.258333333333333,26823.7,21073.676877403654,confiable
D2006050040,PIURA,Piura,Sullana,Marcavelica,200605,disperso,11,F16148,34.693333333333335,35255.7,26391.5913649127,confiable
D2006050041,PIURA,Piura,Sullana,Marcavelica,200605,disperso,39,F16148,28.515,31139.6,24765.626195947174,confiable
D2006050044,PIURA,Piura,Sullana,Marcavelica,200605,disperso,32,F16148,11.086666666666668,12658.5,9465.352337305252,confiable
D2006050045,PIURA,Piura,Sullana,Marcavelica,200605,disperso,69,F16148,13.393333333333334,10613.7,9067.826518286034,confiable
D2006050049,PIURA,Piura,Sullana,Marcavelica,200605,disperso,90,F16148,6.986666666666666,8057.2,7222.567402740592,confiable
D2006050058,PIURA,Piura,Sullana,Marcavelica,200605,disperso,3,F11396,98.65666666666667,102890.5,59138.31369941359,confiable
D2006050060,PIURA,Piura,Sullana,Marcavelica,200605,disperso,5,F16148,46.64833333333333,51009.6,41126.08927203252,confiable
D2006050061,PIURA,Piura,Sullana,Marcavelica,200605,disperso,1,F16148,50.913333333333334,46011.3,35683.93570490296,confiable
D2006050062,PIURA,Piura,Sullana,Marcavelica,200605,disperso,8,F16148,50.190000000000005,43882.6,32906.93683982445,confiable
D2006050064,PIURA,Piura,Sullana,Marcavelica,200605,disperso,6,F16148,35.00833333333333,38413.8,31714.069736611717,confiable
D2006050065,PIURA,Piura,Sullana,Marcavelica,200605,disperso,4,F16148,42.585,40121.6,30536.888898183635,confiable
D2006050066,PIURA,Piura,Sullana,Marcavelica,200605,disperso,2,F16148,52.53333333333333,57371.8,44249.891272999135,confiable
D2006050067,PIURA,Piura,Sullana,Marcavelica,200605,disperso,4,F16148,59.83833333333334,51922.4,39453.111457962594,confiable
D2006050068,PIURA,Piura,Sullana,Marcavelica,200605,disperso,4,F16148,55.24166666666667,47396.4,33772.80939714711,confiable
D2006050069,PIURA,Piura,Sullana,Marcavelica,200605,disperso,6,F16148,67.59333333333333,57107.6,42373.21950481855,confiable
D2006050070,PIURA,Piura,Sullana,Marcavelica,200605,disperso,3,F16148,49.330000000000005,44961.4,34095.75854387201,confiable
D2006050071,PIURA,Piura,Sullana,Marcavelica,200605,disperso,3,F11396,93.0,88205.8,64033.978554672816,confiable
D2006050073,PIURA,Piura,Sullana,Marcavelica,200605,disperso,112,F16148,14.18,17168.6,15250.18182016666,confiable
D2006060003,PIURA,Piura,Sullana,Miguel Checa,200606,disperso,75,F38493,8.828333333333335,8758.9,7914.40683713551,confiable
D2006060004,PIURA,Piura,Sullana,Miguel Checa,200606,disperso,40,F38493,9.053333333333335,8697.7,8019.644288365071,confiable
D2006060005,PIURA,Piura,Sullana,Miguel Checa,200606,disperso,45,F2084,17.178333333333335,19333.5,18508.200568491797,confiable
D2006060006,PIURA,Piura,Sullana,Miguel Checa,200606,disperso,41,F38493,3.3800000000000003,2071.8,1655.8147225213481,confiable
D2006060008,PIURA,Piura,Sullana,Miguel Checa,200606,disperso,8,F38493,11.876666666666667,12328.8,11041.476704170042,confiable
D2006060011,PIURA,Piura,Sullana,Miguel Checa,200606,disperso,1,F10267,10.888333333333332,11408.3,10338.847683621998,confiable
D2006070013,PIURA,Piura,Sullana,Querecotillo,200607,disperso,91,F16148,12.163333333333332,15214.8,13171.854738821436,confiable
D2006070016,PIURA,Piura,Sullana,Querecotillo,200607,disperso,135,F16148,11.981666666666666,13579.3,10826.046070371835,confiable
D2006070020,PIURA,Piura,Sullana,Querecotillo,200607,disperso,139,F16148,22.3,30526.7,28175.674431511314,confiable
D2006070021,PIURA,Piura,Sullana,Querecotillo,200607,disperso,8,F16148,25.39333333333333,32069.9,28090.94017380013,no_confiable
D2006080005,PIURA,Piura,Sullana,Salitral,200608,disperso,22,F16148,5.6466666666666665,7463.8,6421.1138890131115,confiable
D2006080008,PIURA,Piura,Sullana,Salitral,200608,disperso,52,F16148,4.326666666666667,4694.3,4405.603771273103,confiable
D2006080009,PIURA,Piura,Sullana,Salitral,200608,disperso,41,F16148,3.5416666666666665,4174.4,3904.123855027944,confiable
D2007010002,PIURA,Piura,Talara,Pariñas,200701,disperso,98,F12243,5.495,5719.4,4960.764608555508,confiable
